id,mx,my,kx,ky,realized_k,realized_theta_deg,cell_mass,c,phase
265,3,-14,0.6,-2.8,2.86356421265527,-77.9052429229879,0.126899831648822,3.63430028048044e-05,0
266,3,14,0.6,2.8,2.86356421265527,77.9052429229879,0.126899831648822,3.63430028048044e-05,0
267,9,-12,1.8,-2.4,3,-53.130102354156,0.1243953371168,3.56257374576463e-05,0
268,9,12,1.8,2.4,3,53.130102354156,0.1243953371168,3.56257374576463e-05,0
269,5,-14,1,-2.8,2.9732137494637,-70.3461759419467,0.124315643552712,3.56029139173348e-05,0
270,5,14,1,2.8,2.9732137494637,70.3461759419467,0.124315643552712,3.56029139173348e-05,0
271,11,-9,2.2,-1.8,2.84253408071038,-39.2894068625004,0.123432901507806,3.53501043099689e-05,0
272,11,9,2.2,1.8,2.84253408071038,39.2894068625004,0.123432901507806,3.53501043099689e-05,0
273,2,-14,0.4,-2.8,2.82842712474619,-81.869897645844,0.1216747471915,3.48465842783143e-05,0
274,2,14,0.4,2.8,2.82842712474619,81.869897645844,0.1216747471915,3.48465842783143e-05,0
275,10,-11,2,-2.2,2.9732137494637,-47.7263109939063,0.121539457951589,3.48078386222981e-05,0
276,10,11,2,2.2,2.9732137494637,47.7263109939063,0.121539457951589,3.48078386222981e-05,0
277,8,-13,1.6,-2.6,3.05286750449475,-58.3924977537511,0.119428629804454,3.42033158875157e-05,0
278,8,13,1.6,2.6,3.05286750449475,58.3924977537511,0.119428629804454,3.42033158875157e-05,0
