method,peak_kpd,crossing_angle_deg,spread_deg,grid_size,selected_component_count,quadrature_rank,physical_raw_relative_l2_pct,physical_raw_relative_linf_pct,candidate_over_mf12_norm_ratio
GL8,2,120,30,256,1556,8,5.08961971295797,0.927614906572404,0.990047014997751
