crossing_angle_deg,physical_raw_relative_l2_pct,physical_raw_relative_linf_pct,physical_peak_change_pct,gl_over_mf12_norm_ratio,surface_similarity_Q,diagonal_correction_applied
0,1.9078253212075,2.63551244084608,2.6355124367659,0.982973827532192,0.00962103127494015,0
120,6.75935462296502,7.40380333174463,7.27010466398843,0.949635690155216,0.034669834252095,0
