physical_raw_relative_l2,physical_raw_relative_l2_pct,physical_raw_relative_linf,physical_raw_relative_linf_pct,gl_over_mf12_norm_ratio,surface_similarity_Q,mf12_active_positive_parent_count
0.00598446514690837,0.598446514690837,0.00532351283987765,0.532351283987765,0.997666942218796,0.00299572717575306,1556
