x_over_lambda_p,mf12_eta20_scaled,gl6_eta20_scaled,gl12_eta20_scaled,gl16_eta20_scaled,gl6_difference_pct_of_mf12_peak,gl12_difference_pct_of_mf12_peak,gl16_difference_pct_of_mf12_peak
-5,0.000825144086329522,0.000386364821823544,0.000635912879790151,0.000726692467147195,-0.195297615794278,-0.0842255012041712,-0.0438201347528186
-4.9609375,0.000825097884359316,0.000386561008909921,0.000636059881252727,0.000728031916282266,-0.195189730101687,-0.0841395076925403,-0.0432033910297805
-4.921875,0.000824937750545606,0.000387128359235037,0.000636488792768694,0.00072953861377041,-0.194865931943174,-0.0838773276904611,-0.042461495946042
-4.8828125,0.000824599433202005,0.000388003573716129,0.000637135819906901,0.000731148299943073,-0.194325797321453,-0.0834387576767897,-0.0415944530544107
-4.84375,0.000823979413276039,0.000389084726438263,0.000637898206070465,0.000732757752781998,-0.193568617142024,-0.0828234582878163,-0.0406021301470105
-4.8046875,0.000822946893114205,0.000390243261005126,0.000638646221781289,0.000734236777314039,-0.192593393836813,-0.0820309540860555,-0.0394842589749831
-4.765625,0.000821367955701667,0.000391348159348666,0.00063924732466997,0.000735452365592103,-0.191398837104659,-0.081060633226334,-0.0382404349185638
-4.7265625,0.000819139248983331,0.000392299636904588,0.000639599844793321,0.000736302381623284,-0.18998335908008,-0.0799117470122752,-0.0368701167168838
-4.6875,0.000816221017048779,0.000393062185410248,0.000639666017067817,0.000736748592835567,-0.188345069164432,-0.0785834093405997,-0.0353726263425564
-4.6484375,0.00081265519405455,0.0003936826789447,0.000639490076685182,0.000736834763868093,-0.186481768632371,-0.0770745960364609,-0.0337471490604353
-4.609375,0.000808557083720339,0.000394282066052818,0.000639189940326927,0.000736678335557513,-0.184390945011251,-0.0753841440886282,-0.0319927336545458
-4.5703125,0.000804078965476232,0.000395018989177051,0.000638920814226255,0.000736434030347921,-0.182069766168281,-0.0735107507972766,-0.0301082927562495
-4.53125,0.000799356945438119,0.000396036649692848,0.000638822047223157,0.000736240702527393,-0.179515074052505,-0.0714529728483375,-0.028092603173114
-4.4921875,0.00079446223108014,0.000397414097374739,0.000638968407653309,0.000736172612402051,-0.176723378110261,-0.0692092253269704,-0.0259443061107397
-4.453125,0.000789379073577655,0.000399144188057011,0.00063934802802385,0.000736217368577192,-0.173690848467376,-0.0667777806792452,-0.0236619072002839
-4.4140625,0.000784021891560172,0.000401150723012273,0.000639879531203974,0.000736293052183514,-0.1704133089743,-0.0641567676271572,-0.0212437762877975
-4.375,0.000778286800101635,0.00040333999394859,0.000640463561954387,0.000736299746852912,-0.166886230081574,-0.0613441700384582,-0.0186881469955861
-4.3359375,0.000772115452183281,0.000405664641531539,0.000641046631032107,0.000736183381542195,-0.163104721246895,-0.0583378257507471,-0.0159931161164977
-4.296875,0.000765540351778058,0.000408168987997174,0.000641666431021187,0.000735981045141624,-0.159063522243096,-0.0551354253491083,-0.0131566429355476
-4.2578125,0.000758686110157125,0.000410990317454334,0.000642453095487974,0.000735822244241395,-0.154756992477777,-0.051734510898149,-0.0101765485800917
-4.21875,0.000751719752196709,0.000414309212701968,0.0006435795082304,0.000735879210654507,-0.15017909741331,-0.0481324746323417,-0.00705051547858642
-4.1796875,0.000744767742591351,0.000418266619775072,0.000645178332509946,0.000736283928521538,-0.145323391505218,-0.0443265576124144,-0.00377608696377629
-4.140625,0.000737836627240171,0.000422884535267375,0.0006472626555059,0.000737048776305441,-0.140182997756196,-0.0403138483598064,-0.000350667001840502
-4.1015625,0.000730777941146836,0.0004280309655915,0.00064969089929671,0.000738031435170184,-0.134750584856044,-0.036091281485168,0.00322848002066119
-4.0625,0.000723322377173441,0.000433454148581377,0.000652200992665584,0.000738969058305911,-0.129018343659148,-0.03165563633006,0.00696422955105981
-4.0234375,0.00071517806126572,0.00043888087831323,0.000654508649301473,0.000739576547047313,-0.122977965109747,-0.0270035356424566,0.0108595972681177
-3.984375,0.000706155678154816,0.00044414167311046,0.000656432496356005,0.000739671677960651,-0.116620621413105,-0.022131444305935,0.0149177396985948
-3.9453125,0.000696264268977859,0.000449266606442516,0.000657989874762557,0.000739270902401871,-0.10993695122358,-0.0170356681385908,0.0191419550796333
-3.90625,0.000685726650184651,0.000454500751763309,0.000659412260662992,0.000738604767840086,-0.102917048102584,-0.0117123527713832,0.0235356844344565
-3.8671875,0.000674893525951659,0.000460218318669069,0.000661059380159888,0.000738032032972899,-0.095550449950355,-0.00615748260740002,0.0281025127747129
-3.828125,0.000664079809118156,0.000466759002838382,0.000663255532424328,0.000737875991373568,-0.0878261260965288,-0.000366879855274326,0.0328461703071333
-3.7890625,0.000653386655552093,0.000474250062163268,0.000666111626094998,0.000738246508282432,-0.0797324587107276,0.00566379637579248,0.0377705335131279
-3.75,0.000642589079799147,0.000482493991857349,0.000669412796853779,0.000738927638142816,-0.0712572163377203,0.0119390509335217,0.0428796259886162
-3.7109375,0.000631150978152842,0.000490983624943317,0.000672633432339,0.000739392648855297,-0.0623875194394961,0.018463553442922,0.0481776189710779
-3.671875,0.000618380544977548,0.000499057638822855,0.000675092590232161,0.000738959438529075,-0.0531098002269846,0.0252421390913112,0.0536688315302202
-3.6328125,0.000603677545821998,0.000506147922058321,0.000676201273036017,0.000737037808318949,-0.0434097609690017,0.0322798093692043,0.0593577304448915
-3.59375,0.000586775882930651,0.000512022226080301,0.000675704995110975,0.000733372027078684,-0.0332723356269221,0.0395817327490927,0.0652489298211922
-3.5546875,0.00056787374378746,0.000516914383766002,0.000673813932555931,0.000728170978618816,-0.0226816586827506,0.0471532452805687,0.071347190520104
-3.515625,0.000547579111749296,0.000521469870834211,0.000671148434952743,0.000722053670768369,-0.0116210425455167,0.0549998510848427,0.0776574194579302
-3.4765625,0.000526670661801989,0.000526506737392421,0.000668499921998873,0.000715810129378308,-7.29616209080815e-05,0.0631272227449122,0.0841846688262336
-3.4375,0.000505755636582082,0.00053267351598904,0.000666488760206173,0.000710059272470984,0.0119809619452632,0.0715412016069052,0.0909341352584837
-3.3984375,0.000484962327040224,0.000540141745758923,0.000665256744121934,0.000704941388942203,0.0245599776206589,0.0802477980282891,0.0979111589570864
-3.359375,0.000463807485081542,0.000548473454684717,0.000664334509521438,0.000699985549175129,0.0376842374742291,0.0892531916236413,0.105121222791413
-3.3203125,0.00044132070230121,0.000556745643500325,0.00066276591281396,0.000694233981724136,0.0513748429857143,0.0985637315630546,0.112569951384602
-3.28125,0.000416406580872183,0.000563912598021177,0.000659470202822746,0.000686604242191958,0.0656539080007409,0.10818593696927,0.120263110218653
-3.2421875,0.000388320231401338,0.00056928155595132,0.00065371751981172,0.000676364709200577,0.0805446339297202,0.118126497438685,0.12820660479532
-3.203125,0.000357067264170273,0.000572912878556896,0.000645528888168477,0.000663534573947112,0.0960713900571847,0.128392273683267,0.136406479886169
-3.1640625,0.000323548363564898,0.000575764798502256,0.00063582079247949,0.000649028413177452,0.112259790723833,0.138990298263005,0.144868918884541
-3.125,0.000289355151079936,0.000579489434232105,0.000626201042272676,0.000634452050910955,0.129136762703672,0.149927776359506,0.153600243235916
-3.0859375,0.000256259911395967,0.000585922639312754,0.000618458499801798,0.000621592283259741,0.146730600068064,0.161212086535935,0.162606911878105
-3.046875,0.000225574351297423,0.000596442862487852,0.000613921840538043,0.000611775635861895,0.165071009201432,0.172850781437402,0.171895520580373
-3.0078125,0.000197625247024694,0.000611446891905304,0.000612935201900282,0.000605344009208249,0.184189151919571,0.18485158840437,0.181472801041986
-2.96875,0.000171570632193952,0.000630166161680661,0.000614674372337635,0.000601470863670135,0.204117698277076,0.197222409990181,0.191345619604964
-2.9296875,0.000145659516679024,0.00065092663898601,0.000617406511155945,0.00059842093433735,0.224890901435124,0.209971324381496,0.20152097545417
-2.890625,0.000117862422281908,0.00067177959954702,0.000619120684882477,0.000594180761290877,0.246544704406601,0.223106585707263,0.212005998214791
-2.8515625,8.66381548286457e-05,0.000691268720892464,0.000618294639686046,0.000587225454840164,0.269116882999377,0.236636624183051,0.222807944899621
-2.8125,5.15240277430538e-05,0.000709020701951462,0.000614485024645268,0.000577108910741324,0.292647222083621,0.250570045975074,0.23393419619007
-2.7734375,1.32834516370583e-05,0.000725893301245532,0.000608474979970357,0.000564611389912098,0.317177715261331,0.264915632591069,0.245392252040713
-2.734375,-2.64912182320524e-05,0.000743578652314191,0.000601876981419836,0.000551342354405436,0.342752773155806,0.279682339526972,0.257189726567978
-2.6953125,-6.61994901148298e-05,0.000763782907570194,0.000596312026680415,0.000538919645931404,0.369419424597478,0.294879293833628,0.269334342119333
-2.65625,-0.000105162567679727,0.000787296815848348,0.00059247979471777,0.000528039638345507,0.397227498871221,0.310515790227051,0.281833922329117
-2.6171875,-0.000144268775968761,0.000813350655638611,0.000589513206932611,0.000517831793154652,0.426229785588791,0.326601285351948,0.294696383867235
-2.578125,-0.000186022057864068,0.000839566064926794,0.000584929912793115,0.000505810140710266,0.456482179925927,0.343145389814099,0.307929726495632
-2.5390625,-0.00023390343569331,0.000862594915064184,0.000575270804476051,0.000488511791444071,0.488043831939962,0.360157857607852,0.321542020980094
-2.5,-0.000291239276921932,0.00087925144781418,0.000557231720718773,0.000462628637100589,0.520977325826125,0.377648572560483,0.335541394368689
-2.4609375,-0.000360001429762877,0.000887712667811678,0.000528863273118344,0.000426207175020629,0.555348914957441,0.395627531378083,0.349936012140501
-2.421875,-0.000440039030263822,0.000888287226693338,0.000490338992206766,0.000379416652822011,0.591228829540863,0.414104822798491,0.364734056737892
-2.3828125,-0.000529111575761656,0.000883383202845202,0.000443922197037356,0.000324515937517964,0.62869165637162,0.433090602239178,0.379943702006083
-2.34375,-0.000623790770962384,0.000876607219809625,0.000393064080338396,0.000264951601738376,0.667816768119646,0.452595061189773,0.395573083060863
-2.3046875,-0.000720933938402118,0.000871292014702403,0.000340930215498653,0.000203884434166369,0.708688759021444,0.472628390468079,0.411630261080645
-2.265625,-0.000819152098734414,0.000869029227750989,0.000288932377753281,0.000142721267513483,0.75139783203344,0.493200736366493,0.428123182474751
-2.2265625,-0.00091962938755115,0.000868850629445896,0.000235909010613322,8.02954559789411e-05,0.796040085459582,0.514322148687555,0.445059631828231
-2.1875,-0.00102585022065903,0.000867501301599203,0.000178397923468564,1.31395888304638e-05,0.842717667102657,0.5360025197125,0.462447177982093
-2.1484375,-0.00114220375836587,0.000860835226069854,0.00011203166790333,-6.3119111917905e-05,0.89153879785939,0.558251513254351,0.480293112594491
-2.109375,-0.00127191348272124,0.00084588555832286,3.36077771893104e-05,-0.000151688525088624,0.942617705312472,0.581078483087246,0.498604380553891
-2.0703125,-0.00141509033505471,0.000822811297690817,-5.69645796854436e-05,-0.000252664943797532,0.996074538183579,0.604492380174466,0.51738750167891
-2.03125,-0.00156776863058669,0.000795861316244631,-0.000155700747340212,-0.000362069186625991,1.05203534117739,0.628501648199358,0.536648483230234
-1.9921875,-0.00172249385054272,0.00077278677573532,-0.000255128638203457,-0.000472434607783511,1.11063214803104,0.65311410691199,0.556392722858824
-1.953125,-0.0018704674630896,0.000762696794538766,-0.000346433844141209,-0.000574952158223381,1.17200319866647,0.678336822744023,0.57662490170367
-1.9140625,-0.0020046155288643,0.000772990462707346,-0.000422528562722813,-0.00066253925396902,1.23629321540661,0.704175966050975,0.597348867422476
-1.875,-0.00212248907320836,0.00080645692129351,-0.000480952321823499,-0.000732740434124967,1.30365360396063,0.730636654275576,0.618567506994464
-1.8359375,-0.0022278361169976,0.000859703216420139,-0.000525444395966433,-0.000789299700686144,1.37424240219383,0.757722780358901,0.640282609195731
-1.796875,-0.0023300845568564,0.000923670350552451,-0.000565427106282186,-0.000841643730944248,1.44822380453947,0.785436825914677,0.662494716742814
-1.7578125,-0.00244173682201163,0.000986236353888769,-0.000613400931604891,-0.000902276889404513,1.52576715085624,0.813779659049221,0.685202968256701
-1.71875,-0.00257453556807013,0.00103604710708616,-0.000681110690083303,-0.000982947298630296,1.60704537594789,0.842750317230088,0.708404930432861
-1.6796875,-0.00273587599902127,0.00106609959771908,-0.000775958380350955,-0.00109105955876791,1.69223304156685,0.872345776208153,0.732096421106827
-1.640625,-0.00292703115828632,0.00107551177507904,-0.000899229019515891,-0.00122790045424523,1.78150417586526,0.902560706578251,0.756271324251592
-1.6015625,-0.00314421403452218,0.00106845575219909,-0.00104715331909208,-0.00138970149024826,1.87503018494175,0.933387220019282,0.780921398288136
-1.5625,-0.00338245799582448,0.00105027332268064,-0.00121478870734283,-0.00157151976884759,1.97297805067285,0.964814607517023,0.806036079388347
-1.5234375,-0.00364110661164972,0.00102198289846015,-0.00140150975204177,-0.00177272825982926,2.07550888847291,0.996829071934926,0.83160228166891
-1.484375,-0.00392882356885584,0.000975266881610698,-0.00161601868489799,-0.00200202616805321,2.18277674013137,1.02941345722634,0.857604196312788
-1.4453125,-0.00426586064402041,0.000890200784189665,-0.00187861398482786,-0.0022797073547275,2.29492727955595,1.06254697650327,0.884023091742025
-1.40625,-0.00468202954816759,0.000737277273752344,-0.00221916283107569,-0.00263563262374909,2.41209598354711,1.09620494124461,0.910837117058504
-1.3671875,-0.00521026392297206,0.000483837870501057,-0.00267066369935581,-0.00310279214683326,2.53440532475314,1.1303584942677,0.938021111132136
-1.328125,-0.00587737763518448,0.000103305515252613,-0.00326000524036496,-0.0037080641681988,2.66196070458443,1.16497434975541,0.96554641999713
-1.2890625,-0.00669500108145617,-0.000415763682429188,-0.00399890314333246,-0.00446315169409129,2.79484513566735,1.2000145445712,0.993380725625292
-1.25,-0.00765413008751696,-0.00106424329505145,-0.00487844955668757,-0.00535913174309407,2.93311303206575,1.23543620614777,1.02148788963909
-1.2109375,-0.00872594350134862,-0.00181326865228156,-0.00586993115152075,-0.00636727324776148,3.07678376348039,1.2711913431652,1.04982781601835
-1.171875,-0.0098696465366459,-0.00262209341270223,-0.00693267286889005,-0.00744688065391358,3.2258357674267,1.3072266658022,1.07835633723046
-1.1328125,-0.0110456187142285,-0.00345124791308871,-0.00802718618332201,-0.00855844205494936,3.38020191676597,1.34348344237649,1.10702512837127
-1.09375,-0.0122299134866378,-0.00427704557378053,-0.00912966895363879,-0.00967812893637199,3.53976650162939,1.37989739865136,1.13578165378597
-1.0546875,-0.0134250144959114,-0.0051023426409618,-0.0102427617992116,-0.0108085524713357,3.7043636784884,1.41639866510129,1.16456915025652
-1.015625,-0.0146622595714783,-0.00595896389553867,-0.011397972099296,-0.0119811874662302,3.87377670860857,1.45291177627119,1.19332665028517
-0.9765625,-0.0159935402942235,-0.00689940452601086,-0.0126473734344372,-0.0132480717757557,4.04773693041548,1.48935572537108,1.22198904840845
-0.9375,-0.0174732263318389,-0.00797875989565258,-0.0140455296691712,-0.0146637303870915,4.22592134182473,1.52564407672885,1.25048721299677
-0.8984375,-0.0191347444426802,-0.00923131490584049,-0.0156260735670918,-0.0162617540654405,4.40794798931314,1.56168513883796,1.2787481457369
-0.859375,-0.020968698932944,-0.0106486800306142,-0.0173798267153951,-0.0180329193408601,4.59336903453293,1.59738220142826,1.30669519097951
-0.8203125,-0.0229099162197129,-0.0121668550147533,-0.0192418434015644,-0.0199122324837117,4.78166223744151,1.63263384096045,1.33424829727418
-0.78125,-0.0248389585585663,-0.0136677618097267,-0.0210929234892391,-0.0217804425219559,4.97222240680297,1.66733429973051,1.36132433352585
-0.7421875,-0.0265998468447541,-0.0149969820922683,-0.0227773341904244,-0.0234817632041502,5.16435484957391,1.70137394385435,1.38783746206123
-0.703125,-0.0280310006945649,-0.0159947031539123,-0.0241337489311231,-0.0248548121110026,5.3572727857288,1.73463980438362,1.41369957028648
-0.6640625,-0.0290021672916722,-0.0165326407687506,-0.0250321747907046,-0.0257695383991294,5.5501000092882,1.76701620354161,1.43882076144165
-0.625,-0.0294477301662653,-0.0165473300179351,-0.0254072596857594,-0.0261605303475072,5.74187887979995,1.79838546476986,1.46310990325772
-0.5859375,-0.029387119777929,-0.0160605089366866,-0.0252787011808725,-0.0260474245848091,5.93158231130893,1.82862870148021,1.48647523129943
-0.546875,-0.0289261340052635,-0.0151804088458812,-0.0247525650487406,-0.025536225112397,6.1181271954892,1.85762667586319,1.50882500175126
-0.5078125,-0.0282380010541148,-0.014082791045581,-0.024002346116625,-0.0248003646503899,6.30038606962543,1.88526071657095,1.53006818672477
-0.46875,-0.0275285284807873,-0.0129760801026696,-0.0232341151228564,-0.0240458520211087,6.47719412040938,1.91141368310391,1.55011520410809
-0.4296875,-0.0269940369959447,-0.0120592960918988,-0.0226444502749344,-0.0234692042542794,6.64734987955588,1.93597096540144,1.56887867364449
-0.390625,-0.0267826597438561,-0.0114833655739454,-0.0223817342253661,-0.0232187441267286,6.80961001674258,1.95882150907244,1.58627419119419
-0.3515625,-0.0269684307719142,-0.0113252287798959,-0.0225202401963867,-0.0233686868683879,6.96268100970809,1.97985885904882,1.60222111366222
-0.3125,-0.0275437637422996,-0.0115803331417156,-0.0230526083179493,-0.023911617102657,7.10521254850452,1.99898221609148,1.61664334739256
-0.2734375,-0.0284306326477369,-0.0121738114344373,-0.0239010239537329,-0.0247696678000668,7.23579868097432,2.01609750045048,1.62947013246313
-0.234375,-0.0295056520954224,-0.012985529140342,-0.0249422955979143,-0.0258195988294002,7.35299246510213,2.03111841437192,1.64063681394643
-0.1953125,-0.0306308711050687,-0.0138808060416836,-0.0260386463189131,-0.0269235890777067,7.45533810710322,2.04396748998005,1.65008558878904
-0.15625,-0.0316814098441281,-0.0147379394948179,-0.0270653482192779,-0.0279568715948443,7.54142146217177,2.05457710201441,1.65776621381298
-0.1171875,-0.0325631585709485,-0.015465755283777,-0.0279284192456101,-0.028825431073214,7.60993594812939,2.06289041731649,1.6636366570743
-0.078125,-0.0332177948561185,-0.0160084571146963,-0.0285696384962371,-0.0294710197786355,7.65975719951649,2.06886224659203,1.66766367224238
-0.0390625,-0.0336169192621466,-0.0163395960890147,-0.0289606802918319,-0.0298652921605577,7.69001704494609,2.07245976059215,1.66982327461269
0,-0.0337506016733043,-0.0164504758955798,-0.0290916592837395,-0.0299983503790257,7.70016632653496,2.07366303380201,1.67010109846156
0.0390625,-0.0336169192621466,-0.0163395960890147,-0.0289606676563369,-0.0298682817726494,7.69001704494609,2.07246538456358,1.66849261894846
0.078125,-0.0332177948561185,-0.0160084571146963,-0.0285696132334615,-0.0294769970559353,7.65975719951649,2.06887349087872,1.66500322745835
0.1171875,-0.0325631585709485,-0.0154657552837771,-0.027928381371999,-0.0288343921214256,7.60993594812938,2.06290727459885,1.65964815649484
0.15625,-0.0316814098441281,-0.0147379394948179,-0.0270652977595393,-0.0279688105712221,7.54142146217175,2.05459956129505,1.6524522580037
0.1953125,-0.0306308711050687,-0.0138808060416836,-0.0260385833060656,-0.0269384981895569,7.45533810710318,2.04399553656264,1.64344964622412
0.234375,-0.0295056520954224,-0.0129855291403422,-0.0249422200733481,-0.025837468332182,7.35299246510208,2.03115202983397,1.63268322185354
0.2734375,-0.0284306326477369,-0.0121738114344375,-0.0239009359672832,-0.0247904859951799,7.23579868097424,2.01613666261069,1.62020409780832
0.3125,-0.0275437637422996,-0.0115803331417158,-0.0230525079279792,-0.0239353703350175,7.10521254850442,1.9990268989728,1.60607094795925
0.3515625,-0.0269684307719142,-0.0113252287798961,-0.0225201274698775,-0.0233953595239159,6.96268100970798,1.97990903283839,1.59034929916939
0.390625,-0.0267826597438561,-0.0114833655739457,-0.0223816092380107,-0.0232483186298907,6.80961001674245,1.95887714007983,1.57311078439016
0.4296875,-0.0269940369959447,-0.0120592960918992,-0.0226443131112322,-0.0235016610658519,6.64734987955574,1.9360320160166,1.55443237130261
0.46875,-0.0275285284807873,-0.01297608010267,-0.0232339658762044,-0.0240811696363481,6.47719412040923,1.91148011175644,1.534395577841
0.5078125,-0.0282380010541148,-0.0140827910455813,-0.0240021848894034,-0.0248385195978218,6.30038606962527,1.88533247769216,1.51308568352331
0.546875,-0.0289261340052635,-0.0151804088458816,-0.0247523919523882,-0.0255771919534557,6.11812719548903,1.8577037198524,1.4905909441451
0.5859375,-0.029387119777929,-0.016060508936687,-0.0252785163359498,-0.0260911759145774,5.93158231130877,1.8287109746768,1.46700181702768
0.625,-0.0294477301662653,-0.0165473300179354,-0.0254070632219953,-0.0262070367968219,5.74187887979978,1.7984729094324,1.44241020433176
0.6640625,-0.0290021672916722,-0.016532640768751,-0.0250319668470245,-0.0258187686383266,5.55010000928803,1.76710875783539,1.41690872247826
0.703125,-0.0280310006945649,-0.0159947031539127,-0.0241335296556547,-0.0249067328555789,5.35727278572863,1.73473740237795,1.39059000598786
0.7421875,-0.0265998468447541,-0.0149969820922687,-0.0227771037404797,-0.0235363392226162,5.16435484957374,1.70147651553082,1.36354605371961
0.78125,-0.0248389585585663,-0.0136677618097271,-0.0210926820312684,-0.0218376366461486,4.97222240680281,1.66744177100321,1.33586762443351
0.8203125,-0.0229099162197129,-0.0121668550147537,-0.0192415911110821,-0.0199720056218213,4.78166223744135,1.63274613370914,1.30764368692531
0.859375,-0.020968698932944,-0.0106486800306145,-0.0173795637768747,-0.018095230493411,4.59336903453278,1.59749923354507,1.27896092795713
0.8984375,-0.0191347444426802,-0.0092313149058408,-0.01562580017383,-0.0163265603444461,4.40794798931301,1.56180682428784,1.24990331918719
0.9375,-0.0174732263318389,-0.00797875989565286,-0.0140452460231213,-0.0147309870385794,4.2259213418246,1.52577032562383,1.22055174260326
0.9765625,-0.0159935402942235,-0.00689940452601112,-0.0126470797460119,-0.0133177322058323,4.04773693041537,1.48948644405787,1.19098367279097
1.015625,-0.0146622595714783,-0.0059589638955389,-0.0113976685871424,-0.0120532032708221,3.87377670860847,1.4530468674315,1.16127291376197
1.0546875,-0.0134250144959114,-0.00510234264096201,-0.010242448689959,-0.0108828734697126,3.70436367848831,1.41653802786398,1.13148938792364
1.09375,-0.0122299134866378,-0.00427704557378071,-0.00912934648162273,-0.00975470320851539,3.5397665016293,1.38004092871532,1.10169897488448
1.1328125,-0.0110456187142285,-0.00345124791308888,-0.00802685459028633,-0.00863721598279484,3.38020191676589,1.34363103214319,1.07196339793081
1.171875,-0.0098696465366459,-0.00262209341270237,-0.00693233240367023,-0.00752779896645101,3.22583576742664,1.3073782045167,1.04234015599534
1.2109375,-0.00872594350134862,-0.00181326865228168,-0.00586958206971067,-0.0064502790699391,3.07678376348034,1.27134671706443,1.01288249868075
1.25,-0.00765413008751696,-0.00106424329505155,-0.00487809212029263,-0.00544416664843297,2.93311303206571,1.23559529861493,0.983639441420651
1.2890625,-0.00669500108145618,-0.000415763682429266,-0.0039985376204117,-0.00455015576087993,2.79484513566731,1.20017723629508,0.95465581726537
1.328125,-0.00587737763518447,0.000103305515252556,-0.00325963190466474,-0.00379697603910334,2.6619607045844,1.16514051889339,0.925972361220637
1.3671875,-0.00521026392297207,0.000483837870501016,-0.0026702828299378,-0.00319354909172805,2.53440532475313,1.13052801661136,0.897625822684126
1.40625,-0.00468202954816759,0.000737277273752317,-0.00221877471194177,-0.00272817060554368,2.4120959835471,1.09637769038667,0.869649101405017
1.4453125,-0.00426586064402041,0.000890200784189651,-0.0018782189045444,-0.00237396109794134,2.29492727955594,1.06272282400485,0.842071402547975
1.484375,-0.00392882356885584,0.000975266881610698,-0.0016156169362219,-0.00209792922986757,2.18277674013137,1.02959227278335,0.814918406817232
1.5234375,-0.00364110661164972,0.00102198289846016,-0.00140110163155052,-0.00187021310332804,2.07550888847291,0.997010723542799,0.78821245208609
1.5625,-0.00338245799582448,0.00105027332268066,-0.00121437451507019,-0.00167051783814452,1.97297805067286,0.964998961632797,0.761972723469071
1.6015625,-0.00314421403452218,0.00106845575219912,-0.00104673335817145,-0.00149014328718855,1.87503018494177,0.933574141720376,0.736215449180403
1.640625,-0.00292703115828632,0.00107551177507908,-0.000898803595832453,-0.00132971561636442,1.78150417586528,0.902750059717286,0.710954099801679
1.6796875,-0.00273587599902127,0.00106609959771912,-0.000775527802203933,-0.0011941769381892,1.69223304156686,0.872537423563278,0.686199588742591
1.71875,-0.00257453556807013,0.0010360471070862,-0.000680675267859109,-0.00108729504158526,1.60704537594791,0.842944120650458,0.661960471769657
1.7578125,-0.00244173682201163,0.000986236353888811,-0.000612960977461964,-0.00100778251606774,1.52576715085626,0.813975479595275,0.638243143563506
1.796875,-0.0023300845568564,0.00092367035055249,-0.000564982933847863,-0.000948234215282514,1.44822380453949,0.785634523993054,0.615052029401929
1.8359375,-0.00222783611699761,0.000859703216420177,-0.000524996320046034,-0.000896901550034455,1.37424240219385,0.757922215851935,0.592389770284031
1.875,-0.00212248907320836,0.000806456921293548,-0.000480500658121537,-0.000841279768216621,1.30365360396065,0.730837686665366,0.570257400107657
1.9140625,-0.0020046155288643,0.000772990462707379,-0.000422073627576058,-0.000771941883163452,1.23629321540662,0.704378454538216,0.548654513856443
1.953125,-0.00187046746308959,0.000762696794538794,-0.000345975954262966,-0.000685143660694379,1.17200319866648,0.678540626361809,0.527579426098514
1.9921875,-0.00172249385054272,0.000772786775735346,-0.000254668110438468,-0.000583340405450904,1.11063214803105,0.653319084634924,0.507029319402211
2.03125,-0.00156776863058669,0.000795861316244654,-0.00015523789842928,-0.000473614619635857,1.0520353411774,0.628707659048299,0.487000382506755
2.0703125,-0.00141509033505471,0.000822811297690837,-5.64997260388652e-05,-0.000364775343378636,0.996074538183587,0.604699283317375,0.467487938242189
2.109375,-0.00127191348272124,0.000845885558322871,3.4074319710523e-05,-0.0002642892846358,0.942617705312476,0.581286137936573,0.448486561287869
2.1484375,-0.00114220375836587,0.000860835226069861,0.000112499584199519,-0.000176135756175504,0.891538797859394,0.558459779561421,0.429990185920348
2.1875,-0.00102585022065903,0.000867501301599203,0.000178866899408007,-0.000100218663409536,0.842717667102658,0.536211257659452,0.411992203957731
2.2265625,-0.000919629387551154,0.000868850629445891,0.000236378733234487,-3.33303911305476e-05,0.796040085459582,0.514531218977379,0.394485553178293
2.265625,-0.000819152098734411,0.000869029227750977,0.000289402535464127,2.89015121023896e-05,0.751397832033434,0.493410000311721,0.377462796580941
2.3046875,-0.000720933938402117,0.000871292014702387,0.000341400498274255,8.99440697541671e-05,0.708688759021437,0.472837710078767,0.360916192954641
2.34375,-0.000623790770962383,0.000876607219809607,0.000393534179918167,0.000150963481878154,0.667816768119637,0.452804299261263,0.344837759315247
2.3828125,-0.000529111575761653,0.000883383202845179,0.000444391807123126,0.000210552413798678,0.628691656371609,0.433299622440272,0.329219325832676
2.421875,-0.00044003903026382,0.000888287226693311,0.000490807808662725,0.000265549520923623,0.591228829540849,0.414313489760447,0.31405258389727
2.4609375,-0.000360001429762879,0.000887712667811646,0.000529330994173858,0.000312507623038879,0.555348914957427,0.395835710784879,0.299329127961701
2.5,-0.000291239276921932,0.000879251447814147,0.000557698047174671,0.000349167196129895,0.52097732582611,0.377856131240635,0.285040491754003
2.5390625,-0.000233903435693311,0.000862594915064148,0.000575735439915063,0.000375358288399347,0.488043831939946,0.360364663628084,0.271178179406392
2.578125,-0.000186022057864065,0.000839566064926755,0.000585392563794738,0.000393033653362678,0.456482179925908,0.343351312574972,0.257733692001076
2.6171875,-0.000144268775968763,0.000813350655638569,0.000589973583292671,0.000405500607351697,0.426229785588774,0.326806195685598,0.244698550010248
2.65625,-0.000105162567679727,0.000787296815848306,0.000592937609672777,0.000416221207382841,0.397227498871202,0.310719560497026,0.232064312105049
2.6953125,-6.61994901148281e-05,0.000763782907570149,0.000596766997136542,0.000427680552041548,0.369419424597457,0.295081798036825,0.21982259081936
2.734375,-2.64912182320553e-05,0.000743578652314145,0.000602328828186327,0.000440748272327051,0.342752773155787,0.27988345339752,0.207965065564038
2.7734375,1.32834516370563e-05,0.000725893301245484,0.000608923427996857,0.000454727052502366,0.317177715261311,0.265115233705953,0.196483493479809
