x_over_lambda_p,mf12_eta20_scaled,gl12_eta20_scaled,r2_eta20_scaled,r4_eta20_scaled,r6_eta20_scaled,gl12_difference_pct,r2_difference_pct,r4_difference_pct,r6_difference_pct
0.703125,-0.0280310006945649,-0.0241335296556547,-0.0271510312083033,-0.0275426749535308,-0.0278301523649549,1.73473740237795,0.391668331984898,0.217350409806416,0.0893962023325195
0.7421875,-0.0265998468447541,-0.0227771037404797,-0.0258270093114507,-0.0261688292763112,-0.0264221959916682,1.70147651553082,0.343984640706321,0.191842938560746,0.0790711659780629
0.78125,-0.0248389585585663,-0.0210926820312684,-0.0241631554675959,-0.0244590463372868,-0.0246821511467833,1.66744177100321,0.300795281567165,0.169096302010809,0.0697938944188033
0.8203125,-0.0229099162197129,-0.0192415911110821,-0.0223191443976551,-0.0225741872212443,-0.022771351106366,1.63274613370914,0.262948451896941,0.149430655133021,0.0616743735585941
0.859375,-0.020968698932944,-0.0173795637768747,-0.0204510570788929,-0.0206708104033544,-0.0208460042272583,1.59749923354507,0.230398808944026,0.132588124160389,0.0546105648770485
0.8984375,-0.0191347444426802,-0.01562580017383,-0.0186801366582015,-0.0188698348195965,-0.0190261014155341,1.56180682428784,0.202342780555465,0.117909440974747,0.0483562599481789
0.9375,-0.0174732263318389,-0.0140452460231213,-0.0170744900144506,-0.0172382739241916,-0.0173774855930829,1.52577032562383,0.17747477699109,0.104575691584478,0.042613540624994
0.9765625,-0.0159935402942235,-0.0126470797460119,-0.015646809305562,-0.0157871860387807,-0.0159101371552209,1.48948644405787,0.154327564872113,0.0918468518387152,0.0371221603083341
1.015625,-0.0146622595714783,-0.0113976685871424,-0.0143665258359098,-0.0144842322088958,-0.0145909867864804,1.4530468674315,0.131629040245317,0.0792387477508791,0.0317230236410378
1.0546875,-0.0134250144959114,-0.010242448689959,-0.0131810333957597,-0.0132753746127329,-0.013365738840109,1.41653802786398,0.108594300170854,0.0666036770115311,0.02638318441482
1.09375,-0.0122299134866378,-0.00912934648162273,-0.012038756127117,-0.0121083448537391,-0.0121823236080251,1.38004092871532,0.0850828185738985,0.0541093576680972,0.0211819258129049
1.1328125,-0.0110456187142285,-0.00802685459028633,-0.0109072570316689,-0.010950947061861,-0.0110090690927414,1.34363103214319,0.0615838279222152,0.0421376976678302,0.0162679837267069
1.171875,-0.0098696465366459,-0.00693233240367023,-0.00978193685339733,-0.00979967827349089,-0.00984312580254257,1.3073782045167,0.0390389733658043,0.0311423899915227,0.0118041953174929
1.2109375,-0.00872594350134862,-0.00586958206971067,-0.00868425407647737,-0.00867761844401209,-0.00870815686302298,1.27134671706443,0.0185556746633323,0.0215091487779685,0.00791670969662507
1.25,-0.00765413008751696,-0.00487809212029263,-0.00765167337489806,-0.00762390051343408,-0.00764365602340535,1.23559529861493,0.00109346579470225,0.0134549743400229,0.00466193349172147
1.2890625,-0.00669500108145618,-0.0039985376204117,-0.00672373670930371,-0.00667930353198801,-0.00669046851551635,1.20017723629508,-0.0127900292036202,0.00698687069544522,0.00201741375011235
1.328125,-0.00587737763518447,-0.00325963190466474,-0.00592920468601855,-0.00587306067452358,-0.00587761292209318,1.16514051889339,-0.0230678618620207,0.00192144933170391,-0.000104724575693809
1.3671875,-0.00521026392297207,-0.0026702828299378,-0.00527816203801082,-0.0052148687920453,-0.00521437353240885,1.13052801661136,-0.0302209813832582,-0.00204959537470288,-0.00182915873600506
1.40625,-0.00468202954816759,-0.00221877471194177,-0.00476085032337969,-0.00469387646663936,-0.00468940756596278,1.09637769038667,-0.0350825818793206,-0.00527298147201576,-0.00328390469023245
1.4453125,-0.00426586064402041,-0.0018782189045444,-0.00435259501426595,-0.00428395279051967,-0.00427613252126137,1.06272282400485,-0.0386048682939541,-0.00805268927164226,-0.00457194151403226
1.484375,-0.00392882356885584,-0.0016156169362219,-0.00402233473408337,-0.00395262684464167,-0.00394175285860213,1.02959227278335,-0.0416211728684195,-0.0105946734157977,-0.00575473744003538
1.5234375,-0.00364110661164972,-0.00140110163155052,-0.00374146965620257,-0.00367028577733438,-0.00365649663758296,0.997010723542799,-0.0446708969647734,-0.0129874448271731,-0.0068499940970463
1.5625,-0.00338245799582448,-0.00121437451507019,-0.00349014241898997,-0.00341664647352289,-0.00340007578970416,0.964998961632797,-0.0479295919466013,-0.0152170549573539,-0.00784155820154675
1.6015625,-0.00314421403452218,-0.00104673335817145,-0.00325936065370242,-0.00318287091459751,-0.00316375249514591,0.933574141720376,-0.0512509637801382,-0.0172059099494078,-0.00869643368494425
1.640625,-0.00292703115828632,-0.000898803595832453,-0.00304901366112049,-0.00296940487735849,-0.00294811166296914,0.902750059717286,-0.0542935683137942,-0.0188602492792124,-0.00938278683002347
1.6796875,-0.00273587599902127,-0.000775527802203933,-0.00286322660595136,-0.00278106106197563,-0.00275808195625509,0.872537423563278,-0.0566828743181468,-0.0201115589963836,-0.00988371797623079
