method,excluded_k_over_k0_max,excluded_bin_count,reference_zero_mode_amplitude,candidate_zero_mode_amplitude,full_field_Q,Q_outside_excluded_region,error_energy_inside_fraction,reference_energy_inside_fraction
GL6 endpoint-band,0,1,7.44462551297725e-23,4.71492949155226e-23,0.0150173610873956,0.0150173610873956,4.49118999675011e-33,2.98795442199953e-35
GL6 endpoint-band,0.1,5,7.44462551297725e-23,4.71492949155226e-23,0.0150173610873956,0.0119846791566891,0.371014151643331,0.0137298964205548
GL6 endpoint-band,0.2,13,7.44462551297725e-23,4.71492949155226e-23,0.0150173610873956,0.00884170734062764,0.664632594078806,0.0359119347059189
GL6 endpoint-band,0.3,29,7.44462551297725e-23,4.71492949155226e-23,0.0150173610873956,0.0062414280399526,0.838082497984854,0.0678201680291357
GL6 endpoint-band,0.5,81,7.44462551297725e-23,4.71492949155226e-23,0.0150173610873956,0.00134015095432666,0.992921334603738,0.118329546060568
GL6 endpoint-band,1,317,7.44462551297725e-23,4.71492949155226e-23,0.0150173610873956,0.000119947437291219,0.999945132727057,0.147297061025843
