x_over_lambda_p,mf12_eta20_hat,gl8_eta20_hat,gl8_difference_pct_of_mf12_peak
-2.8125,5.15240277430538e-05,0.000714463761278701,0.295069890143
-2.7734375,1.32834516370583e-05,0.000724066183992349,0.316364478009281
-2.734375,-2.64912182320524e-05,0.000733939118888315,0.338462283500233
-2.6953125,-6.61994901148298e-05,0.000745749686114981,0.361392962455383
-2.65625,-0.000105162567679727,0.000760246371802244,0.385187533321963
-2.6171875,-0.000144268775968761,0.000776613751451568,0.409878443627657
-2.578125,-0.000186022057864068,0.000792424134237923,0.435499632635682
-2.5390625,-0.00023390343569331,0.000804276238533526,0.462086592380024
-2.5,-0.000291239276921932,0.000808927067196235,0.48967643041495
-2.4609375,-0.000360001429762877,0.000804491923956568,0.518307937467704
-2.421875,-0.000440039030263822,0.000791212772730672,0.548021661502087
-2.3828125,-0.000529111575761656,0.000771425341535619,0.578859986664517
-2.34375,-0.000623790770962384,0.000748657452899416,0.610867211838467
-2.3046875,-0.000720933938402118,0.000726155769379781,0.644089620069983
-2.265625,-0.000819152098734414,0.00070541782441821,0.678575528035954
-2.2265625,-0.00091962938755115,0.000685372647788102,0.714375304857752
-2.1875,-0.00102585022065903,0.000662653555588211,0.751541352192195
-2.1484375,-0.00114220375836587,0.000632993546474449,0.790128042149123
-2.109375,-0.00127191348272124,0.000593295494367214,0.830191614896821
-2.0703125,-0.00141509033505471,0.000543578703919502,0.871790042021279
-2.03125,-0.00156776863058669,0.000487942628525572,0.914982863007664
-1.9921875,-0.00172249385054272,0.000433978660787049,0.959830999449756
-1.953125,-0.0018704674630896,0.000390624839169834,1.00639654478486
-1.9140625,-0.0020046155288643,0.000365096689012335,1.05474251795135
-1.875,-0.00212248907320836,0.000359986168806619,1.10493256006459
-1.8359375,-0.0022278361169976,0.000371688769528825,1.15703054725728
-1.796875,-0.0023300845568564,0.000390919516330495,1.21110009302337
-1.7578125,-0.00244173682201163,0.00040531690250149,1.26720392100036
-1.71875,-0.00257453556807013,0.000403275483977135,1.32540310309663
-1.6796875,-0.00273587599902127,0.000377531569701772,1.38575617480936
-1.640625,-0.00292703115828632,0.000326935726991698,1.44831815442288
-1.6015625,-0.00314421403452218,0.00025538833298306,1.51313950026758
-1.5625,-0.00338245799582448,0.000167956727434802,1.58026503671299
-1.5234375,-0.00364110661164972,6.53829429161555e-05,1.64973286462867
-1.484375,-0.00392882356885584,-6.0928709989692e-05,1.72157324920538
-1.4453125,-0.00426586064402041,-0.000231182233919902,1.79580745429354
-1.40625,-0.00468202954816759,-0.000475164633664162,1.87244647646726
-1.3671875,-0.00521026392297206,-0.000825811088192994,1.95148963148678
-1.328125,-0.00587737763518448,-0.00130996681703663,2.03292296444677
-1.2890625,-0.00669500108145617,-0.00193932733770638,2.11671749050285
-1.25,-0.00765413008751696,-0.00270499158321984,2.20282731731438
-1.2109375,-0.00872594350134862,-0.00357828377432332,2.29118774046936
-1.171875,-0.0098696465366459,-0.00451860084720081,2.38171342561388
-1.1328125,-0.0110456187142285,-0.00548656404022948,2.47429678593493
-1.09375,-0.0122299134866378,-0.00645852155908692,2.56880662885034
-1.0546875,-0.0134250144959114,-0.00743730723240406,2.66508708872941
-1.015625,-0.0146622595714783,-0.00845466636877809,2.76295679941275
-0.9765625,-0.0159935402942235,-0.00956295685336966,2.8622082120925
-0.9375,-0.0174732263318389,-0.0108170749330606,2.9626069500133
-0.8984375,-0.0191347444426802,-0.0122510357617867,3.0638911223722
-0.859375,-0.020968698932944,-0.0138560955000921,3.16577059330762
-0.8203125,-0.0229099162197129,-0.0155677974082524,3.26792630087244
-0.78125,-0.0248389585585663,-0.0172674865627139,3.3700098169132
-0.7421875,-0.0265998468447541,-0.0188000325394178,3.4716433995242
-0.703125,-0.0280310006945649,-0.0200047677068723,3.57242078900559
-0.6640625,-0.0290021672916722,-0.0207524122138059,3.67190892534091
-0.625,-0.0294477301662653,-0.0209783767412661,3.7696506307875
-0.5859375,-0.029387119777929,-0.0207031651607539,3.86516813712578
-0.546875,-0.0289261340052635,-0.0200336858032282,3.95796718969147
-0.5078125,-0.0282380010541148,-0.0191443046380343,4.0475413778203
-0.46875,-0.0275285284807873,-0.0182419848045941,4.1333763594593
-0.4296875,-0.0269940369959447,-0.0175242116191189,4.21495377673442
-0.390625,-0.0267826597438561,-0.0171402837176938,4.29175487729947
-0.3515625,-0.0269684307719142,-0.017165393444762,4.36326411114862
-0.3125,-0.0275437637422996,-0.0175930964379609,4.42897319290469
-0.2734375,-0.0284306326477369,-0.0183464808158617,4.4883862328592
-0.234375,-0.0295056520954224,-0.0193032322832848,4.541026492868
-0.1953125,-0.0306308711050687,-0.0203264083554971,4.58644509853508
-0.15625,-0.0316814098441281,-0.0212920512203409,4.62423166496219
-0.1171875,-0.0325631585709485,-0.0221068596234351,4.65402634005678
-0.078125,-0.0332177948561185,-0.0227131779363721,4.67553233530419
-0.0390625,-0.0336169192621466,-0.0230831053774522,4.68852770246041
0,-0.0337506016733043,-0.0232070206042452,4.69287500866591
0.0390625,-0.0336169192621466,-0.0230831053774158,4.68852770247658
0.078125,-0.0332177948561185,-0.0227131779362997,4.67553233533643
0.1171875,-0.0325631585709485,-0.0221068596233269,4.65402634010496
0.15625,-0.0316814098441281,-0.0212920512201973,4.62423166502607
0.1953125,-0.0306308711050687,-0.020326408355319,4.58644509861437
0.234375,-0.0295056520954224,-0.0193032322830729,4.54102649296232
0.2734375,-0.0284306326477369,-0.018346480815617,4.48838623296813
0.3125,-0.0275437637422996,-0.0175930964376845,4.42897319302772
0.3515625,-0.0269684307719142,-0.0171653934444551,4.36326411128523
0.390625,-0.0267826597438561,-0.0171402837173577,4.29175487744906
0.4296875,-0.0269940369959447,-0.017524211618755,4.21495377689638
0.46875,-0.0275285284807873,-0.0182419848042039,4.13337635963298
0.5078125,-0.0282380010541148,-0.0191443046376192,4.04754137800502
0.546875,-0.0289261340052635,-0.0200336858027898,3.95796718988656
0.5859375,-0.029387119777929,-0.0207031651602938,3.86516813733056
0.625,-0.0294477301662653,-0.0209783767407858,3.76965063100128
0.6640625,-0.0290021672916722,-0.020752412213307,3.67190892556299
0.703125,-0.0280310006945649,-0.0200047677063563,3.57242078923529
0.7421875,-0.0265998468447541,-0.0188000325388862,3.47164339976085
0.78125,-0.0248389585585663,-0.0172674865621682,3.37000981715612
0.8203125,-0.0229099162197129,-0.0155677974076939,3.26792630112101
0.859375,-0.020968698932944,-0.0138560954995224,3.1657705935612
0.8984375,-0.0191347444426802,-0.0122510357612071,3.06389112263021
0.9375,-0.0174732263318389,-0.0108170749324723,2.96260695027515
0.9765625,-0.0159935402942235,-0.00956295685277399,2.86220821235763
1.015625,-0.0146622595714783,-0.00845466636817621,2.76295679968064
1.0546875,-0.0134250144959114,-0.00743730723179711,2.66508708899956
1.09375,-0.0122299134866378,-0.00645852155847597,2.56880662912227
1.1328125,-0.0110456187142285,-0.00548656403961556,2.47429678620818
1.171875,-0.0098696465366459,-0.00451860084658487,2.38171342588803
1.2109375,-0.00872594350134862,-0.00357828377370628,2.291187740744
1.25,-0.00765413008751696,-0.00270499158260256,2.20282731758913
1.2890625,-0.00669500108145618,-0.00193932733708968,2.11671749077734
1.328125,-0.00587737763518447,-0.00130996681642127,2.03292296472065
1.3671875,-0.00521026392297207,-0.000825811087579724,1.95148963175974
1.40625,-0.00468202954816759,-0.000475164633053671,1.87244647673899
1.4453125,-0.00426586064402041,-0.000231182233312853,1.79580745456374
1.484375,-0.00392882356885584,-6.0928709386718e-05,1.72157324947376
1.5234375,-0.00364110661164972,6.53829435144552e-05,1.64973286489497
1.5625,-0.00338245799582448,0.00016795672802786,1.58026503697695
1.6015625,-0.00314421403452218,0.000255388333570343,1.51313950052898
1.640625,-0.00292703115828632,0.000326935727572704,1.44831815468148
1.6796875,-0.00273587599902127,0.000377531570276025,1.38575617506495
1.71875,-0.00257453556807013,0.000403275484544191,1.32540310334902
1.7578125,-0.00244173682201163,0.000405316903060933,1.26720392124936
1.796875,-0.0023300845568564,0.000390919516881938,1.21110009326882
1.8359375,-0.00222783611699761,0.000371688770071902,1.15703054749901
1.875,-0.00212248907320836,0.000359986169340993,1.10493256030243
1.9140625,-0.0020046155288643,0.000365096689537692,1.05474251818518
1.953125,-0.00187046746308959,0.000390624839685896,1.00639654501456
1.9921875,-0.00172249385054272,0.000433978661293553,0.959830999675197
2.03125,-0.00156776863058669,0.000487942629022291,0.914982863228751
2.0703125,-0.00141509033505471,0.000543578704406235,0.87179004223792
2.109375,-0.00127191348272124,0.000593295494843784,0.830191615108938
2.1484375,-0.00114220375836587,0.000632993546940714,0.790128042356655
2.1875,-0.00102585022065903,0.000662653556044046,0.751541352395084
2.2265625,-0.000919629387551154,0.000685372648233412,0.714375305055958
2.265625,-0.000819152098734411,0.000705417824852923,0.678575528229441
2.3046875,-0.000720933938402117,0.000726155769803853,0.644089620258735
2.34375,-0.000623790770962383,0.000748657453312829,0.610867212022474
2.3828125,-0.000529111575761653,0.000771425341938387,0.578859986843784
2.421875,-0.00044003903026382,0.000791212773122825,0.548021661676631
2.4609375,-0.000360001429762879,0.000804491924338166,0.518307937637551
2.5,-0.000291239276921932,0.000808927067567362,0.489676430580135
2.5390625,-0.000233903435693311,0.000804276238894282,0.462086592540594
2.578125,-0.000186022057864065,0.000792424134588429,0.435499632791688
2.6171875,-0.000144268775968763,0.00077661375179197,0.409878443779169
2.65625,-0.000105162567679727,0.000760246372132693,0.385187533469043
2.6953125,-6.61994901148281e-05,0.000745749686435652,0.361392962598111
2.734375,-2.64912182320553e-05,0.000733939119199396,0.338462283638695
2.7734375,1.32834516370563e-05,0.00072406618429404,0.316364478143563
2.8125,5.15240277430549e-05,0.000714463761571219,0.295069890273198
2.8515625,8.66381548286457e-05,0.000703475770093137,0.274550156167969
2.890625,0.000117862422281908,0.000690277811816508,0.254778130743999
2.9296875,0.000145659516679023,0.000675274160533584,0.235727814875176
2.96875,0.000171570632193951,0.000659950017298185,0.217374286411004
3.0078125,0.000197625247024693,0.000646281147157024,0.199693637999354
3.046875,0.000225574351297426,0.000635966986530303,0.182662923442271
3.0859375,0.000256259911395965,0.000629800006475049,0.166260112712138
3.125,0.000289355151079936,0.000627405909123282,0.150464054261193
3.1640625,0.000323548363564897,0.000627427366172791,0.13525444226742
3.203125,0.000357067264170275,0.000628048303152989,0.120611786198158
3.2421875,0.000388320231401338,0.000627635072499248,0.106517380540373
3.28125,0.000416406580872187,0.000625246657234746,0.0929532735368058
3.3203125,0.000441320702301211,0.000620838735520714,0.0799022349411162
3.359375,0.000463807485081543,0.000615119033840917,0.0673477237993838
3.3984375,0.000484962327040224,0.000609147266901118,0.0552738578011311
3.4375,0.000505755636582081,0.000603859577816681,0.0436653857030162
3.4765625,0.000526670661801991,0.000599706314316694,0.0325076637797833
3.515625,0.000547579111749297,0.000596527606404791,0.0217866364166045
3.5546875,0.000567873743787458,0.000593685917777828,0.0114888201120032
3.59375,0.000586775882930651,0.000590373533924588,0.0016012895740797
3.6328125,0.000603677545821995,0.000585954656228634,-0.00788833557680917
3.671875,0.00061838054497755,0.00058020447494494,-0.0169919047249381
3.7109375,0.00063115097815284,0.000573363624432634,-0.0257207514519251
3.75,0.000642589079799147,0.000566007997649119,-0.034085709988336
3.7890625,0.000653386655552093,0.000558806142150779,-0.0420971323443742
3.828125,0.000664079809118156,0.000552271948936587,-0.0497649052425147
3.8671875,0.00067489352595166,0.000546609200452638,-0.0570984659950695
3.90625,0.000685726650184655,0.000541696515505306,-0.0641068167546061
3.9453125,0.00069626426897786,0.000537199705589354,-0.0707985369867213
3.984375,0.00070615567815482,0.00053274971591391,-0.0771817944229695
4.0234375,0.00071517806126572,0.000528106282080987,-0.0832643550244025
4.0625,0.000723322377173441,0.000523243796140435,-0.0890535925649142
4.1015625,0.000730777941146839,0.000518335865870473,-0.0945564983399472
4.140625,0.000737836627240174,0.000513659494423288,-0.0997796912851575
4.1796875,0.000744767742591352,0.000509469930894737,-0.104729428537828
4.21875,0.000751719752196709,0.000505902370767914,-0.109411616266525
4.2578125,0.000758686110157124,0.000502937762886817,-0.113831820474592
4.296875,0.000765540351778061,0.000500437878063489,-0.11799527745668
4.3359375,0.000772115452183286,0.000498224645598105,-0.121906903632472
4.375,0.000778286800101635,0.000496163106801616,-0.1255713045661
4.4140625,0.000784021891560168,0.000494211090471118,-0.128992783074757
4.453125,0.000789379073577652,0.000492417940426971,-0.132175346419782
4.4921875,0.000794462231080138,0.000490879188172729,-0.135122712651753
4.53125,0.000799356945438122,0.000489672698771192,-0.137838316245854
4.5703125,0.00080407896547623,0.00048880713037967,-0.140325313209065
4.609375,0.000808557083720341,0.00048820479976497,-0.142586585856959
4.6484375,0.000812655194054546,0.000487723729581299,-0.14462474743335
4.6875,0.000816221017048783,0.000487206363435017,-0.146442146678226
4.7265625,0.000819139248983331,0.000486532704752556,-0.148040872348377
4.765625,0.000821367955701663,0.000485656700815184,-0.149422757587354
4.8046875,0.000822946893114203,0.000484614554197878,-0.150589383960188
4.84375,0.000823979413276035,0.000483506621006072,-0.151542084943347
4.8828125,0.000824599433202002,0.000482464373447423,-0.152281948703598
4.921875,0.000824937750545611,0.000481616711016783,-0.152809820098232
4.9609375,0.000825097884359312,0.000481065798393047,-0.153126301949549
