x_over_lambda_p,mf12_m3000_psi33_hat,gl6_psi33_hat,difference_pct_of_mf12_peak
-2.171875,-5.68628136737839e-05,-6.0248398460091e-05,-0.000520971177392968
-2.15625,-5.78153269899272e-05,-6.11660435349481e-05,-0.000515605679299411
-2.140625,-5.8840717765639e-05,-6.21606837205334e-05,-0.000510873802192535
-2.125,-5.99364419294863e-05,-6.32402259897506e-05,-0.000508383744719451
-2.109375,-6.10923054862883e-05,-6.4403665072505e-05,-0.000509549460813985
-2.09375,-6.22931847524301e-05,-6.5641933190267e-05,-0.000515302828482913
-2.078125,-6.35240267019689e-05,-6.69416806142137e-05,-0.000525905949774174
-2.0625,-6.47756570042466e-05,-6.82909337564795e-05,-0.000540928077146309
-2.046875,-6.60493753090199e-05,-6.9684762955701e-05,-0.000559410649005535
-2.03125,-6.73585960035489e-05,-7.11290221479031e-05,-0.000580190268943174
-2.015625,-6.87266571103045e-05,-7.26407942691332e-05,-0.000602304409081663
-2,-7.01808798145295e-05,-7.42450071179292e-05,-0.00062538477691961
-1.984375,-7.17437058051759e-05,-7.59674755880989e-05,-0.000649950438620214
-1.96875,-7.34223421871748e-05,-7.7825379316733e-05,-0.000677535959745667
-1.953125,-7.51990525534481e-05,-7.98170719820696e-05,-0.000710617270222552
-1.9375,-7.7025018856086e-05,-8.19140941649849e-05,-0.00075232714015655
-1.921875,-7.88209749460289e-05,-8.40587734652162e-05,-0.000805988398968616
-1.90625,-8.04867059722551e-05,-8.6169988595251e-05,-0.000874539149494698
-1.890625,-8.19186595003055e-05,-8.81571302279964e-05,-0.000959971067120067
-1.875,-8.30312055065257e-05,-8.99387538137367e-05,-0.00106292820934839
-1.859375,-8.3774480135834e-05,-9.14597079290266e-05,-0.00118259692923536
-1.84375,-8.41420792109651e-05,-9.27004091711469e-05,-0.00131694921772637
-1.828125,-8.4165386853796e-05,-9.36747875177822e-05,-0.00146329924456631
-1.8125,-8.38963532772332e-05,-9.44178181815046e-05,-0.00161903490978763
-1.796875,-8.3384598303185e-05,-9.49672754097226e-05,-0.00178233342551657
