x_over_lambda_p,mf12_eta20_hat,gl8_eta20_hat,gl8_difference_pct_of_mf12_peak
2.8125,4.86386869701796e-05,9.11321208467415e-05,0.135623784863899
2.8515625,4.82338182708819e-05,8.86572894377836e-05,0.129017207056449
2.890625,4.71930678851618e-05,8.56035025884834e-05,0.122592317388722
2.9296875,4.558994290575e-05,8.20433142214589e-05,0.116346073683927
2.96875,4.38278862968881e-05,7.83792154343827e-05,0.110275437925716
3.0078125,4.24777133663476e-05,7.51810702754753e-05,0.104377374035127
3.046875,4.20549085908154e-05,7.29634123356569e-05,0.0986488471261804
3.0859375,4.28278069195657e-05,7.19936268620653e-05,0.0930868260906203
3.125,4.4728082949823e-05,7.22024419855501e-05,0.0876882901475803
3.1640625,4.73897265469539e-05,7.32229074103421e-05,0.0824502386402535
3.203125,5.02915054548869e-05,7.4532860553817e-05,0.0773697023002906
3.2421875,5.29409890952487e-05,7.56389536390028e-05,0.0724437537590593
3.28125,5.50283617900188e-05,7.62304693697667e-05,0.0676695153752455
3.3203125,5.64966881213485e-05,7.62495875755572e-05,0.063044163335867
3.359375,5.75122016293183e-05,7.5861674062968e-05,0.0585649281471699
3.3984375,5.83575892998898e-05,7.53485644860849e-05,0.0542290926634527
3.4375,5.92977600299735e-05,7.49743319627496e-05,0.0500339893779911
3.4765625,6.04723446264366e-05,7.48777865240626e-05,0.0459769986692143
3.515625,6.1852622463255e-05,7.50294018728263e-05,0.0420555491239897
3.5546875,6.32713689185334e-05,7.52611636521038e-05,0.0382671201915969
3.59375,6.45049467036295e-05,7.53486621509399e-05,0.0346092465773292
3.6328125,6.53691533270051e-05,7.51069413347117e-05,0.0310795232421991
3.671875,6.57895664130127e-05,7.44608455349711e-05,0.0276756097788553
3.7109375,6.58217840166725e-05,7.3465260656066e-05,0.0243952332580285
3.75,6.56195329466472e-05,7.22732228077864e-05,0.0212361892168943
3.7890625,6.53693123527779e-05,7.10705617057693e-05,0.0181963410618139
3.828125,6.52210906370464e-05,7.00065971149054e-05,0.0152736185760673
3.8671875,6.52424318272248e-05,6.91482647315339e-05,0.0124660163513058
3.90625,6.54106894034984e-05,6.84723097023237e-05,0.00977159280535009
3.9453125,6.56409394019444e-05,6.78932197072275e-05,0.00718847011668293
3.984375,6.58334601303776e-05,6.73107049312287e-05,0.00471483504119575
4.0234375,6.59190162811183e-05,6.66549826139429e-05,0.00234894030640191
4.0625,6.58841832051259e-05,6.5912101811017e-05,8.91061666156354e-05
4.1015625,6.5769622298476e-05,6.51222191998605e-05,-0.00206627825893998
4.140625,6.56463441433939e-05,6.43558624943924e-05,-0.00411875411253876
4.1796875,6.55833589914671e-05,6.36815810254969e-05,-0.00606979248758491
4.21875,6.56217039348202e-05,6.31399728379972e-05,-0.00792079466543698
4.2578125,6.5764856127169e-05,6.27340976913016e-05,-0.00967309281887068
4.296875,6.59869562645647e-05,6.2437700208602e-05,-0.0113279510702543
4.3359375,6.62522271366039e-05,6.22146280282555e-05,-0.0128865667676564
4.375,6.65349033036649e-05,6.20387610670468e-05,-0.0143500718061038
4.4140625,6.68301913244687e-05,6.19049713851806e-05,-0.0157195337847673
4.453125,6.71521010386253e-05,6.18269542264358e-05,-0.0169959567805939
4.4921875,6.7520587445251e-05,6.18243698281515e-05,-0.0181802815673499
4.53125,6.79452238598489e-05,6.19065167004617e-05,-0.0192733852251125
4.5703125,6.84136354650663e-05,6.20607654567269e-05,-0.020276080247649
4.609375,6.88900958978617e-05,6.22511557552573e-05,-0.0211891134108019
4.6484375,6.93246920453253e-05,6.2427561414497e-05,-0.0220131647531927
4.6875,6.96687596367222e-05,6.25411261864097e-05,-0.0227488469974439
4.7265625,6.98899566463277e-05,6.25593371424717e-05,-0.023396705603932
4.765625,6.99811508770333e-05,6.24749120468192e-05,-0.0239572194424963
4.8046875,6.99605156742176e-05,6.23058947335793e-05,-0.0244308018665547
4.84375,6.98641029130763e-05,6.20882277367203e-05,-0.0248178018540488
4.8828125,6.97348565281344e-05,6.18647655441565e-05,-0.0251185048864471
4.921875,6.96124952208771e-05,6.16751571744844e-05,-0.0253331333665123
4.9609375,6.95270902388147e-05,6.15494239711487e-05,-0.0254618465701049
