x_over_lambda_p,gl6_endpoint_band_eta20_scaled,gl6_endpoint_band_difference_pct_of_mf12_peak
-0.1171875,-0.029479032251173,1.37272329342791
-0.078125,-0.0300517378021887,1.40919009652224
-0.0390625,-0.0304009044588546,1.43142594522827
0,-0.0305177977385127,1.43889867153591
0.0390625,-0.0304009044588545,1.4314259452283
0.078125,-0.0300517378021886,1.4091900965223
0.1171875,-0.0294790322511728,1.372723293428
0.15625,-0.0287093001927331,1.32286544910034
0.1953125,-0.0277984265302729,1.26070148950608
0.234375,-0.0268376989375753,1.18748749753479
0.2734375,-0.0259489580153215,1.10457621426928
0.3125,-0.0252670460136539,1.01335131399539
0.3515625,-0.0249122830610137,0.915177124679868
0.390625,-0.0249597450031271,0.811366742823295
0.4296875,-0.0254142154014702,0.703167664790558
0.46875,-0.0261990066871074,0.591760954667154
0.5078125,-0.0271634658623338,0.478268181788745
0.546875,-0.0281088664873241,0.363760119565772
0.5859375,-0.0288270968153948,0.249262347198916
0.625,-0.0291427266108411,0.1357549729479
0.6640625,-0.0289478728693182,0.0241660718598482
0.703125,-0.0282211620852147,-0.0846395197180435
0.7421875,-0.0270264388377751,-0.189873145550143
0.78125,-0.0254923810226666,-0.290833819343972
0.8203125,-0.0237792078711119,-0.386915701541287
0.859375,-0.0220417558951278,-0.477610232019241
0.8984375,-0.0203985317847418,-0.562503004907267
0.9375,-0.0189139736543896,-0.641266668271014
0.9765625,-0.0175969168546794,-0.713651817229833
1.015625,-0.0164135290093216,-0.779477914046943
1.0546875,-0.0153091727074352,-0.838625788080715
1.09375,-0.0142318148635071,-0.891032456599878
1.1328125,-0.0131500956744546,-0.936688139283195
1.171875,-0.0120616254764459,-0.97563466517997
1.2109375,-0.0109905577755912,-1.00796415015467
1.25,-0.00997682825945523,-1.03381689127904
1.2890625,-0.00906164716395034,-1.05337780229968
1.328125,-0.00827433971892712,-1.06687124477334
1.3671875,-0.00762448839788884,-1.0745546156888
1.40625,-0.00710109969482089,-1.07671139066341
1.4453125,-0.00667804015942596,-1.07364441835441
1.484375,-0.00632308706894891,-1.06567012385579
1.5234375,-0.00600715996078979,-1.05311398078344
1.5625,-0.00571075133836076,-1.03630726301294
1.6015625,-0.0054259497722638,-1.0155847951367
1.640625,-0.00515416812542676,-0.991283259977068
1.6796875,-0.0049011300822512,-0.963739616364363
1.71875,-0.00467137629797441,-0.933289305983279
1.7578125,-0.00446437918328261,-0.900264125301087
1.796875,-0.00427347543200057,-0.864989836972663
1.8359375,-0.00408763526086435,-0.827783735547206
1.875,-0.00389504511142859,-0.788952432644967
1.9140625,-0.0036869379796214,-0.74879008696996
1.953125,-0.00346019605598641,-0.707577201266102
1.9921875,-0.0032178664082071,-0.665579982602084
2.03125,-0.0029675885289499,-0.623050154841572
